what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1417955354260
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1417955354272
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.closeAll",1417955354295
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417955356493
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955362009
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955377278
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955377502
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955386092
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955395509
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955398022
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1417955398077
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.closeProject",1417955400764
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.closeProject",1417955407914
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.closeProject",1417955409866
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.closeProject",1417955412201
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.openProject",1417955414337
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.closeProject",1417955419793
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955423142
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955425672
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.edit.text.openLocalFile",1417955425727
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955427965
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955448783
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1417955448802
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955451942
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955452245
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955455018
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955457297
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1417955458311
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1417955462226
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417955465345
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1417955473539
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417955480464
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955488719
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955492442
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1417955492491
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955497699
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955504396
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955508479
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955544656
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.closeProject",1417955554161
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.openProject",1417955558030
executed,command,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.popupmenu.removefrombuild",1417955572360
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417955573536
