what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417958141811
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958152013
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958155107
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1417958155140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958165235
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958166782
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958169008
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958172227
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958172296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958175859
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1417958187183
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417958188108
executed,command,com.altera.sbtgui.project,12.0.0.178,"com.altera.sbtgui.popupmenu.addtobuild",1417958190732
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958191894
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958195654
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958221478
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958228014
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958228146
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958231454
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958235660
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958238006
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1417958239053
activated,view,com.altera.sbtgui.launch,12.0.0.178,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1417958243074
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1417958246680
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --sidp=0xb04058, --id=0x0, --timestamp=1417954679, /cygdrive/c/Users/Jason/Documents/Github/THU-DSD/VGAtest/software/testVGA/testVGA.elf] return code: 4, 'other error'",1417958253595
error,log,,,"Downloading ELF Process failed",1417958253603
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958253676
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958256134
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417958257534
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958261364
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958273417
executed,command,com.altera.sbtgui.flash.plugin,12.0.0.178,"com.altera.sbtgui.flash.plugin.commands.flashCommand",1417958277412
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958277805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958416862
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1417958421788
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417958423618
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1417958426705
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958431442
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958444920
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958449571
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958758781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958759554
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1417958765094
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1417958766618
